"V1";"V2";"V3";"V4"
"Who will win the 2016 New Hampshire Republican primary?";"Who will win the NH GOP primary?";"Chris Christie";"Christie"
"Who will win the 2016 New Hampshire Republican primary?";"Who will win the NH GOP primary?";"Ted Cruz";"Cruz"
"Who will win the 2016 New Hampshire Republican primary?";"Who will win the NH GOP primary?";"Mike Huckabee";"Huckabee"
"Who will win the 2016 New Hampshire Republican primary?";"Who will win the NH GOP primary?";"Bobby Jindal";"Jindal"
"Who will win the 2016 New Hampshire Republican primary?";"Who will win the NH GOP primary?";"Rand Paul";"Paul"
"Who will win the 2016 New Hampshire Republican primary?";"Who will win the NH GOP primary?";"Rick Perry";"Perry"
"Who will win the 2016 New Hampshire Republican primary?";"Who will win the NH GOP primary?";"Marco Rubio";"Rubio"
"Who will win the 2016 New Hampshire Republican primary?";"Who will win the NH GOP primary?";"Rick Santorum";"Santorum"
"Who will win the 2016 New Hampshire Republican primary?";"Who will win the NH GOP primary?";"Scott Walker";"Walker"
"Who will win the 2016 New Hampshire Republican primary?";"Who will win the NH GOP primary?";"John Kasich";"Kasich"
"Who will win the 2016 New Hampshire Republican primary?";"Who will win the NH GOP primary?";"Carly Fiorina";"Fiorina"
"Will DHS partially shut down on or before March 2 due to lack of funding?";"Will DHS shut down by March 2?";"Will DHS partially shut down on or before March 2 due to lack of funding?";"Will DHS shut down by March 2?"
"Will Obama veto the Keystone approval by March 16?";"Is a Keystone veto imminent?";"Will Obama veto the Keystone approval by March 16?";"Is a Keystone veto imminent?"
"Which party will win the gubernatorial race in Kentucky in 2015?";"Which party will win the KY governor race?";"Republican";"Republican"
"Which party will win the gubernatorial race in Kentucky in 2015?";"Which party will win the KY governor race?";"Other";"Other"
"Which party will win the gubernatorial race in Kentucky in 2015?";"Which party will win the KY governor race?";"Democratic";"Democratic"
"Which party will win the gubernatorial race in Mississippi in 2015?";"Which party will win the MS governor race?";"Republican";"Republican"
"Which party will win the gubernatorial race in Mississippi in 2015?";"Which party will win the MS governor race?";"Democratic";"Democratic"
"Which party will win the gubernatorial race in Mississippi in 2015?";"Which party will win the MS governor race?";"Other";"Other"
"Which party will win the gubernatorial race in Louisiana in 2015?";"Which party will win the LA governor race?";"Democratic";"Democratic"
"Which party will win the gubernatorial race in Louisiana in 2015?";"Which party will win the LA governor race?";"Republican";"Republican"
"Which party will win the gubernatorial race in Louisiana in 2015?";"Which party will win the LA governor race?";"Other";"Other"
"Will Obama's job approval be at least 45% on March 6?";"Obama approval at 45+% on March 6?";"Will Obama's job approval be at least 45% on March 6?";"Obama approval at 45+% on March 6?"
"Will DHS partially shut down on or before March 9 due to lack of funding?";"Will DHS shut down by March 9?";"Will DHS partially shut down on or before March 9 due to lack of funding?";"Will DHS shut down by March 9?"
"Will Congressional job approval be at least 18% on March 31?";"Congressional approval at 18+% on March 31?";"Will Congressional job approval be at least 18% on March 31?";"Congressional approval at 18+% on March 31?"
"Will Obama's job approval be at least 44% on March 13?";"Obama approval at 44+% on March 13?";"Will Obama's job approval be at least 44% on March 13?";"Obama approval at 44+% on March 13?"
"Will Hillary Clinton publicly testify before Benghazi committee by May 31?";"Will Hillary testify?";"Will Hillary Clinton publicly testify before Benghazi committee by May 31?";"Will Hillary testify?"
"Will Loretta Lynch be confirmed Attorney General by March 31?";"Will Lynch be confirmed by March 31?";"Will Loretta Lynch be confirmed Attorney General by March 31?";"Will Lynch be confirmed by March 31?"
"Will Obama's job approval be at least 45% on March 20?";"Obama approval at 45+% on March 20?";"Will Obama's job approval be at least 45% on March 20?";"Obama approval at 45+% on March 20?"
"Will primary polling give Clinton at least 55% on March 20?";"Clinton polling at 55+% on March 20?";"Will primary polling give Clinton at least 55% on March 20?";"Clinton polling at 55+% on March 20?"
"Will primary polling give Walker at least 18% on March 20?";"Walker polling at 18+% on March 20?";"Will primary polling give Walker at least 18% on March 20?";"Walker polling at 18+% on March 20?"
"Will Obama's job approval be at least 45% on March 27?";"Obama approval at 45+% on March 27?";"Will Obama's job approval be at least 45% on March 27?";"Obama approval at 45+% on March 27?"
"Will primary polling give Walker at least 18% on March 27?";"Walker polling at 18+% on March 27?";"Will primary polling give Walker at least 18% on March 27?";"Walker polling at 18+% on March 27?"
"Will primary polling give Clinton at least 55% on March 27?";"Clinton polling at 55+% on March 27?";"Will primary polling give Clinton at least 55% on March 27?";"Clinton polling at 55+% on March 27?"
"Will Hillary Clinton become a presidential candidate by April 30?";"Will Clinton be a candidate by April 30?";"Will Hillary Clinton become a presidential candidate by April 30?";"Will Clinton be a candidate by April 30?"
"Will Elizabeth Warren become a presidential candidate by April 30?";"Will Warren be a candidate by April 30?";"Will Elizabeth Warren become a presidential candidate by April 30?";"Will Warren be a candidate by April 30?"
"Will Martin O'Malley become a presidential candidate by April 30?";"Will O'Malley be a candidate by April 30?";"Will Martin O'Malley become a presidential candidate by April 30?";"Will O'Malley be a candidate by April 30?"
"Will Jeb Bush become a presidential candidate by April 30?";"Will Jeb be a candidate by April 30?";"Will Jeb Bush become a presidential candidate by April 30?";"Will Jeb be a candidate by April 30?"
"Will Scott Walker become a presidential candidate by April 30?";"Will Walker be a candidate by April 30?";"Will Scott Walker become a presidential candidate by April 30?";"Will Walker be a candidate by April 30?"
"Will Marco Rubio become a presidential candidate by April 30?";"Will Rubio be a candidate by April 30?";"Will Marco Rubio become a presidential candidate by April 30?";"Will Rubio be a candidate by April 30?"
"Will Rand Paul become a presidential candidate by April 30?";"Will Rand be a candidate by April 30?";"Will Rand Paul become a presidential candidate by April 30?";"Will Rand be a candidate by April 30?"
"Will Obama's job approval be at least 45% on April 3?";"Obama approval at 45+% on April 3?";"Will Obama's job approval be at least 45% on April 3?";"Obama approval at 45+% on April 3?"
"Will primary polling give Walker at least 18% on April 3?";"Walker polling at 18+% on April 3?";"Will primary polling give Walker at least 18% on April 3?";"Walker polling at 18+% on April 3?"
"Will primary polling give Clinton at least 55% on April 3?";"Clinton polling at 55+% on April 3?";"Will primary polling give Clinton at least 55% on April 3?";"Clinton polling at 55+% on April 3?"
"Will Dilma Rousseff remain president of Brazil through year-end?";"Will Dilma survive?";"Will Dilma Rousseff remain president of Brazil through year-end?";"Will Dilma survive?"
"Will Nicolás Maduro remain President of Venezuela through year-end?";"Will Maduro hang on?";"Will Nicolás Maduro remain President of Venezuela through year-end?";"Will Maduro hang on?"
"Will Congressional job approval be at least 20% on April 30?";"Congressional approval at 20+% on April 30?";"Will Congressional job approval be at least 20% on April 30?";"Congressional approval at 20+% on April 30?"
"Will Loretta Lynch be confirmed Attorney General by April 30?";"Will Lynch be confirmed by April 30?";"Will Loretta Lynch be confirmed Attorney General by April 30?";"Will Lynch be confirmed by April 30?"
"Will Obama's job approval be at least 46% on April 10?";"Obama approval at 46+% on April 10?";"Will Obama's job approval be at least 46% on April 10?";"Obama approval at 46+% on April 10?"
"Will primary polling give Walker at least 17% on April 10?";"Walker polling at 17+% on April 10?";"Will primary polling give Walker at least 17% on April 10?";"Walker polling at 17+% on April 10?"
"Will primary polling give Bush at least 17% on April 10?";"Bush polling at 17+% on April 10?";"Will primary polling give Bush at least 17% on April 10?";"Bush polling at 17+% on April 10?"
"Will primary polling give Clinton at least 60% on April 10?";"Clinton polling at 60+% on April 10?";"Will primary polling give Clinton at least 60% on April 10?";"Clinton polling at 60+% on April 10?"
"Will Democratic primary polling give someone other than Clinton at least 13% on April 10?";"Any non-Clinton polling at 13+% on April 10?";"Will Democratic primary polling give someone other than Clinton at least 13% on April 10?";"Any non-Clinton polling at 13+% on April 10?"
"Will Vladimir Putin remain president of the Russian Federation through year-end?";"Will Putin last the year?";"Will Vladimir Putin remain president of the Russian Federation through year-end?";"Will Putin last the year?"
"Will any of the FARC Secretariat be imprisoned for at least a year?";"Will FARC leaders go to jail?";"Will any of the FARC Secretariat be imprisoned for at least a year?";"Will FARC leaders go to jail?"
"Will Turkey's AK party win a 2/3 supermajority of seats in the June election?";"Will Erdogan sweep?";"Will Turkey's AK party win a 2/3 supermajority of seats in the June election?";"Will Erdogan sweep?"
"Which party shall win the largest number of seats in the June legislative elections in Mexico?";"Who will win the Mexican election?";"PRI";"PRI"
"Which party shall win the largest number of seats in the June legislative elections in Mexico?";"Who will win the Mexican election?";"PAN";"PAN"
"Which party shall win the largest number of seats in the June legislative elections in Mexico?";"Who will win the Mexican election?";"PRD";"PRD"
"Which party shall win the largest number of seats in the June legislative elections in Mexico?";"Who will win the Mexican election?";"Other";"Other"
"Will Obama's job approval be at least 45% on April 17?";"Obama approval at 45+% on April 17?";"Will Obama's job approval be at least 45% on April 17?";"Obama approval at 45+% on April 17?"
"Will primary polling give Walker at least 16% on April 30?";"Walker polling at 16+% on April 30?";"Will primary polling give Walker at least 16% on April 30?";"Walker polling at 16+% on April 30?"
"Will primary polling give Bush at least 17% on April 30?";"Bush polling at 17+% on April 30?";"Will primary polling give Bush at least 17% on April 30?";"Bush polling at 17+% on April 30?"
"Will primary polling give Clinton at least 60% on April 30?";"Clinton polling at 60+% on April 30?";"Will primary polling give Clinton at least 60% on April 30?";"Clinton polling at 60+% on April 30?"
"Will primary polling give someone other than Clinton at least 12% on April 30?";"Any non-Clinton polling at 12+% on April 30?";"Will primary polling give someone other than Clinton at least 12% on April 30?";"Any non-Clinton polling at 12+% on April 30?"
